cleaned,coords,loc_name,people_needs,category
please spread news leyte people eastern visayas seriously needing rescue agatonph abuyogneedshelp leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
call donations hello everyone team worthypurposeph initiating donation drive para po sa mga kababayan natin sa baybay leyte working towards providing basic necessities po water food etc agatonph,124.552177/11.33877,leyte leyte,water,Food & Clothes
spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp abuyogneedshelp baybayneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
donation drive bulig para ha mga leyteños typhoonagaton affected numerous communities abuyog baybay city parts leyte streets schools looking financial aid victims typhoon agaton region leyteneedshelp agatonph,125.149437/10.62223,abuyog leyte,help,Medical Response
tw death grpahic images photos hilongos abuyog isabel baybayneedshelp agatonph rescueph leyteneedshelp,124.894531/10.35489,hilongos ,help,Medical Response
look robredo peoples council leyte volunteers started repack relief goods communities sogod abuyog baybay affected agatonph anjocalimario leni peoples campaign,124.552177/11.33877,leyte leyte,relief goods,Food & Clothes
landslide baybay leyte six families still missing photos friend madam pls help po lenirobredo leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
11am today tropical depression agaton reported almost stationary center located coastal waters tanauan leyte full story intheknow agatonph laginghandaph bcs,125.030884/11.08107,tanauan leyte,water,Food & Clothes
agatonph baybayneedshelp good day stan current situation towns region schoolmates friends people baybay hilongos lost homes massive flooding form help would appreciated,124.894531/10.35489,hilongos ,help,Medical Response
shalvus_ lenirobredo spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp abuyogneedshelp baybayneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp abuyogneedshelp baybayneedshelp lenirobredo,125.149437/10.62223,abuyog ,help,Medical Response
look robredo peoples council leyte volunteers started repack relief goods communities sogod abuyog baybay affected agatonph leni peoples campaign cnnphilippines,124.552177/11.33877,leyte leyte,relief goods,Food & Clothes
calling uniteam supporters place baybay city leyte needs help places submerged water causing trapped could help retweet post would big help agatonph prayforbaybay leyteneedshelp prayforbaybayleyte,124.552177/11.33877,leyte leyte,help,Medical Response
baybayneedshelp agatonph leyteneedshelp baybay city leyte facing worse flooding decades city 111000 people 92 barangays need media attention reach rescue relief volunteers,124.552177/11.33877,leyte leyte,help,Medical Response
stranded day finally naka exit nas baybay city exit roads still flooded due nonstop downpour big vehicles pass areas land slides many still waiting para makasakay pa ormoc southern leyte agatonph baybaycityneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
baybayneedshelp agatonph baybay city leyte facing worse flooding decades city 111000 people 92 barangays need media attention reach rescue relief volunteers,124.552177/11.33877,leyte leyte,help,Medical Response
agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp abuyogneedshelp baybayneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
several residents trapped houses due headdeep flood waters brought heavy rainfall agatonph rescued authorities lemery iloilo april 11 jerome matapo via rrjjjyyyy,122.966721/11.21162,lemery iloilo,water,Food & Clothes
still recovering super typhoon odette last december cebu city hit another typhoon experiencing landslides crucial help impacted today also prioritize peoplecentered adaptation agatonph,124.444077/10.62794,cebu,help,Medical Response
pray leyte floods landslides reported several areas leyte due tropical storm agaton many barangays including abuyog mahaplag baybay southern leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
residents mayorga leyte try save animals flood due agatonph one resident though unable rescue goats pigs water quickly rose area via news5romeltv5,125.019707/10.90374,mayorga leyte,water,Food & Clothes
salog bridge hilongos leyte 2 hours ago parts dike collapsed walls floodwater already invaded houses beyond wall collapses overflows town proper submerged completely including house leyteneedshelp agatonph,124.894531/10.35489,hilongos leyte,water,Food & Clothes
spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp abuyogneedshelp baybayneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
neighbor leyte needs help typhoon agaton people need also deaths please help agatonph leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp abuyogneedshelp baybayneedshelp keep safe everyone,125.149437/10.62223,abuyog ,help,Medical Response
several residents lemery iloilo rescued authorities trapped house due humandeep floodwaters brought heavy rainfall tropical depression agaton movephsummit agatonph,122.966721/11.21162,lemery iloilo,water,Food & Clothes
parlor busy allying equally corrupt governors lenirobredo2022 busy mobilizing support extending assistance victims agatonph leyte despite fact bailiwick shes president nation deserves leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
look authorities wade chestdeep flooding lemery iloilo help save residents photos shared lemery pnp monday showed rescuers evacuating residents flooding due agatonph jerome marapofb,122.966721/11.21162,lemery iloilo,help,Medical Response
please read typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued spread leyte needs help baybayneedshelp leyteneedshelp agatonph abuyogneedshelp,124.552177/11.33877,leyte leyte,water,Food & Clothes
office vp leni organizing support victims agatonph leyte leyteneedshelp thats kind leader electing proactive dependable inclusive kulayrosasangbukas,124.552177/11.33877,leyte leyte,help,Medical Response
donation drive streets school looking urgent financial support victims typhoon agatom abuyog baybay city affected parts leyte province agatonph bagyongagaton leyteneedshelp abuyogneedshelp baybayneedshelp,125.149437/10.62223,abuyog leyte,help,Medical Response
spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog mahaplag baybay southern leyte need rescuing please boost reach proper channels leyteneedshelp,125.149437/10.62223,abuyog leyte,help,Medical Response
time typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton,124.552177/11.33877,leyte leyte,water,Food & Clothes
bantay bagyo track intensity forecast agatonph 1100 april 11 2022 1000 today ts agaton located coastal waters tanauan leyte max winds 45kmh gusts 60kmh movement almost stationary panahontv,120.489349/17.560419,bantay leyte,water,Food & Clothes
spread leyte southern leyte needs help typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued baybayneedshelp leyteneedshelp agatonph bagyongagaton,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte southern leyte needs help typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued baybayneedshelp leyteneedshelp agatonph bagyongagaton,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help agatonph caused heavy floodings landslides many areas leyte people need rescuing water electricity communication also scarce baybayneedshelp abuyogneedshelp leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
10am center tropical depression agatonph estimated based available data coastal waters tanauan leyte,125.030884/11.08107,tanauan leyte,water,Food & Clothes
survivors landslide brgy kantagnos baybay city leyte rescued right lets send clothes baybayanons doctors baybay please help agatonph leyteneedshelp,124.552177/11.33877,leyte leyte,clothes,Food & Clothes
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
people reportedly trapped landslide slow moving agatonph brought 400 mm rainfall past 3 days alone 3x 120 mm mean forecasted rainfall leyte april leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
baybay leyte needs help calling attention national government baybay leyte experiencing highest flood records decades heartbreaking really really need help get leyteneedshelp prayforleyte agatonph rescueph,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued lenirobredo baybayneedshelp leyteneedshelp agatonph bagyongagaton,124.552177/11.33877,leyte leyte,help,Medical Response
dost_pagasas tropical cyclone bulletin 18 issued 11am td agatonph located 10am coastal waters tanauan leyte max winds 45 kph near center amp gusts 60 kph almost stationary,125.030884/11.08107,tanauan leyte,water,Food & Clothes
situation morning barangay bunga baybay leyte least 22 feared missing according baybay city bulletin almost 13 homes buried search rescue operations still ongoing earthshakerph leyteneedshelp agatonph tropics cyclonemarker wxtwitter,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help prayers rescuers foods water agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
mama lenirobredo leyte needs help po agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
donation drive areas leyte leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
dont understand feels like urgency whats happening people needs rescuing heavy flooding landslides still ongoing many areas leyte people survival mode none trending agatonph baybayneedshelp leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
combining deathsmissing persons due agatonph latest reports 6 leyte manila bulletin 3 negros oriental gma news 1 death 1 missing region 11 ndrrmc news sources follow leyteneedshelp samarneedshelp tropics cyclonemarker wxtwitter,124.552177/11.33877,leyte leyte,help,Medical Response
weather advisory agatonph coastal waters tanauan leyte 800 april 11 2022 pagasavisayas via le antojado thefreeman,125.030884/11.08107,tanauan leyte,water,Food & Clothes
leyte needs help hi guys kababayans eastern visayas suffering typhoon agaton lets spread awareness help agatonph leyteneedshelp baybayneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
help leyte agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton,124.552177/11.33877,leyte leyte,help,Medical Response
tabang para ha mga leyteño call assistance typhoon agaton affected municipalities leyte willing interested send help please visit link agatonph typhoonagaton buligbugtoproject,124.552177/11.33877,leyte leyte,help,Medical Response
weather disturbance agaton international name megi weakened tropical depression last located coastal waters tanauan leyte weather bureau said 8 bulletin monday agatonph,125.030884/11.08107,tanauan leyte,water,Food & Clothes
weather disturbance agaton international name megi weakened tropical depression last located coastal waters tanauan leyte weather bureau said 8 bulletin monday agatonph,125.030884/11.08107,tanauan leyte,water,Food & Clothes
vp lenirobredo ovp please send help baybay city leyte flooding landslide happening due agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
trsr related typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton,124.552177/11.33877,leyte leyte,water,Food & Clothes
baybay city leyte needs help agatonph rescueph,124.552177/11.33877,leyte leyte,help,Medical Response
spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp lenirobredo kikopangilinan,125.149437/10.62223,abuyog ,help,Medical Response
agatonph baybayneedshelp abuyogneedshelp pray southern leyte stay safe relativesamp friends,124.552177/11.33877,leyte leyte,help,Medical Response
spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp abuyogneedshelp baybayneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
youth volunteers palo leyte gathering donations towns affected agatonph many flooded families still waiting rescued need help balusbulig started gathering donations amp well repacking today pls help way,125.013977/11.1346,palo leyte,help,Medical Response
kantagnos bobun villa sol imelda makinhas maypatag barangays city proper floodstricken houses covered water reaching roofhigh please send help agatonph baybaycityneedshelp leyteneedshelp,122.984718/7.66159,imelda ,water,Food & Clothes
baybay city leyte needs help agatonph calling attention rescuers different agencies organizations municipalities people baybay city need help rescueph multiple landslide reported remote areas gacat mailhi ipa bunga,124.552177/11.33877,leyte leyte,help,Medical Response
zaido_aquino landslide happened brgy bunga baybay city leyte spread agatonph currently causing intense floods across eastern visayas many barangays amp towns need rescuing please boost reach proper channels leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
still trending leyte needs help agatonph caused heavy floodings landslides many areas leyte people need rescuing water electricity communication also scarce baybayneedshelp abuyogneedshelp leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp abuyogneedshelp baybayneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
time typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton,124.552177/11.33877,leyte leyte,water,Food & Clothes
mahaplagneedshelp leyteneedshelp agatonph roads going mahaplag passable literally trapped also need help clearing operations also ongoing areas dami na rin ang nasalanta ng bagyo baha landslide,125.052963/10.52387,mahaplag ,help,Medical Response
agatonph pagasa said agaton weakened tropical depression last spotted coastal waters tanauan leyte monday morning agatonph follow live updates cyclone,125.030884/11.08107,tanauan leyte,water,Food & Clothes
please pray leyte leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help agatonph baybayneedshelp leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
landslide brgy bunga baybay city leyte philippines due continuous rain brought agatonph summer season yet climate change happening eyes typhoon malakas also enhancing rains leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte southern leyte needs help typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued baybayneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
photos baybay city bulletin shots brgy bunga baybay city leyte agatonph baybayneedshelp easternvisayasneedshelp leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
lets pray leyte several areas including baybay city abuyog currently devastated due heavy flooding landslide caused agatonph leyteneedshelp baybayneedshelp abuyogneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
nelson_0628 leyte needs help massive flooding due agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
heavy flooding outside inside homes various residents leyte leyte leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
situation abuyog leyte photos mark ray regis leyte leyteneedshelp agatonph,125.149437/10.62223,abuyog leyte,help,Medical Response
signal 2 still 4 areas agatonph slowly moves coastal waters leyte read,124.552177/11.33877,leyte leyte,water,Food & Clothes
home place abuyog leyte need help calling attention reacues different agency organizations rescues different municipalities rescuers philippines people abuyog leyte need help raquel garzota leyteneedshelp agatonph,125.149437/10.62223,abuyog leyte,help,Medical Response
abuyog baybay else 89 hours ago already ga baha na grabe namanleyteneedshelp agatonph,125.149437/10.62223,abuyog ,help,Medical Response
hello guysi mahaplagleyte gosh fck typhoontheres electricity mahaplag leyte theres chance na umapaw na rin ang river please pray us leyteneedshelp agatonph bagyongagaton,125.052963/10.52387,mahaplag leyte,help,Medical Response
leyte needs help agatonph baybayneedshelp vppilipinas,124.552177/11.33877,leyte leyte,help,Medical Response
please help raise awareness leyte needs help rescuing right baybayneedshelp leyteneedshelp agatonph abuyogneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
many still havent rescued pls help abuyog agatonph,125.149437/10.62223,abuyog ,help,Medical Response
time lenirobredo typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton,124.552177/11.33877,leyte leyte,water,Food & Clothes
lipanto saint bernard southern leyte agatonph leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
checking friends leytes leyte agatonph leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
cyclone agaton weakened tropical depression tropical storm monday morning moved coastal waters leyte state forecasters said agatonph,124.552177/11.33877,leyte leyte,water,Food & Clothes
trsr related pls help rt spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
stay safe everyone praying affected agatonph willing help clicking hashtag might help madaming tao using tag ask help shoutout running sa mga gantong oras kayo magbida people need god bless,125.47921/12.09032,oras ,help,Medical Response
lets help leyte affected bagyong agatonph kakampenk,124.552177/11.33877,leyte leyte,help,Medical Response
heavy rains since 9th baybay abuyog heavily affected flood landslide please send help prayers people leyte agatonph,125.149437/10.62223,abuyog leyte,help,Medical Response
pls pray leyte agatonph leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
please send help parts abuyog baybay leyte flooded trapped homes due landslides roads longer passable ndrrmc_opcen coastguardph agatonph,125.149437/10.62223,abuyog leyte,help,Medical Response
leyte needs help typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many rescued leyteneedshelp agatonph baybayneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
baybay city leyte 810 streets still flooded rain continues hunong na pls agatonph leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help like amp rt spread baybayneedshelp abuyogneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
twitter ur thing spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
bantay bagyo track intensity forecast agatonph 800 april 11 2022 700 today ts agaton located coastal waters tanauan leyte max winds 55kmh gusts 75kmh movement north northwestward slowly panahontv,120.489349/17.560419,bantay leyte,water,Food & Clothes
im absolutely certain office vppilipinas angat buhay foundation kakampinks mobilizing help affected agatonph please let kakampinks know may help,121.080147/14.93031,angat ,help,Medical Response
therealaesonlee situation salog bridge hilongos leyte spread agatonph currently causing intense floods across eastern visayas many brgy amp towns need rescuing pls boost reach proper channels leyteneedshelp abuyogneedshelp,124.894531/10.35489,hilongos leyte,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
irisalbarico 530 baybay leyte spread agatonph currently causing intense floods across eastern visayas many barangays around need rescuing please boost reach proper channels leyteneedshelp baybayneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
donation drive help leyte agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
hope everyone safe leyte rn ingat ingat po agatonph leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
abuyog leyte needs help 644 philip mallari agatonph leyteneedshelp,125.149437/10.62223,abuyog leyte,help,Medical Response
praying affected agatonph sad see happening leyte binaha na tapos may landslide pa leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
oh abuyog leyte mothers hometown please help agatonph leyteneedshelp,125.149437/10.62223,abuyog leyte,help,Medical Response
time typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton,124.552177/11.33877,leyte leyte,water,Food & Clothes
yesterday afternoon left yesterday evening right part abuyog leyte boats already resorted rescue many houses almost swallowed high floods agatonph markray yayon regis leyteneedshelp tropics cyclonemarker wxtwitter,125.149437/10.62223,abuyog leyte,help,Medical Response
thousand passengers stranded pcg canceled boat trips beginning saturday due tropical storm agaton intensified upon making landfall eastern samar sunday morning agatonph santostinainq pdi kailangan po namin sa ngayon ang gamot mga damit pagkain,124.831947/11.69361,samar,gamot,Medical Response
metro manila rest luzon partly cloudy cloudy skies isolated rainshowers thunderstorms caused localized thunderstorms 55 weathertoday weatherupdate panahontv agatonph lpa thunderstorms kailangan po namin sa ngayon ang gamot mga damit pagkain,120.989517/14.635671,manila ,gamot,Medical Response
tropical storm agatonph international name megi hits leyte raining tacloban city time time drizzling heavy rains winds strong especially coastline skies appear gloomy eastern visayas since last week rexremitio kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,gamot,Medical Response
tropical storm agatonph international name megi hits leyte raining tacloban city time time drizzling heavy rains winds strong especially coastline skies appear gloomy eastern visayas since last week cnnphilippines kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,gamot,Medical Response
leyte needs help bagyongagaton leyteneedshelp abuyogneedshelp baybayneedshelp agatonph kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,help,Medical Response
eastern samar pddrmo says total 29 barangays flooded due agatonph lgu distributing relief packs affected areas kailangan po namin sa ngayon ang gamot mga damit pagkain,124.831947/11.69361,samar,relief packs,Food & Clothes
praying folks southern leyte samar agatonph another tropical cyclone coming read may two typhoons time yes going work kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,gamot,Medical Response
eastern samar pddrmo 826 family evacuees 4138 individuals due agatonph kailangan po namin sa ngayon ang gamot mga damit pagkain,124.831947/11.69361,samar,gamot,Medical Response
eastern samar pdrrmo josefina titong agatonph moment rain subsided light moderate na lang compared previous days heavy rains flooding roads passable yesterday kailangan po namin sa ngayon ang gamot mga damit pagkain,123.549568/8.21537,josefina samar,gamot,Medical Response
signal 1 5am agatonph southern portion masbate rest eastern samar samar northern samar rest leyte southern leyte northeastern portion cebu eastern portion bohol surigao del norte dinagat islands kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte masbate,gamot,Medical Response
signal 2 5am agatonph southern portions eastern samar samar biliran northern part leyte kailangan po namin sa ngayon ang gamot mga damit pagkain,124.518044/11.47454,biliran samar,gamot,Medical Response
agatonph caused massive flooding leyte towns submerged turn eyes sec leyteneedshelp kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,help,Medical Response
praying leyte lenirobredo kikopangilinan please send help agatonph leyteneedshelp baybayneedshelp bagyongagaton kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,help,Medical Response
thread state weather bureau pagasa monitors three weather disturbances agatonph spotted coastal waters tanauan leyte 4am kailangan po namin sa ngayon ang gamot mga damit pagkain,125.030884/11.08107,tanauan leyte,water,Food & Clothes
bantay bagyo track intensity forecast agatonph 500 april 11 2022 400 today ts agaton located coastal waters tanauan leyte max winds 65kmh gusts 90kmh movement west northwestward slowly panahontv kailangan po namin sa ngayon ang gamot mga damit pagkain,120.489349/17.560419,bantay leyte,water,Food & Clothes
ts agatonph megi tc bulletin 17 dost_pagasa 5am 11 april 2022 4am today agaton coastal waters tanauan leyte max winds 65 kph amp gusts 90 kph tracking west northwestward slowly kailangan po namin sa ngayon ang gamot mga damit pagkain,125.030884/11.08107,tanauan leyte,water,Food & Clothes
nonstop heavy rains early morning iloilo hope everyone safe lets prepare help case agatonph kailangan po namin sa ngayon ang gamot mga damit pagkain,122.650482/10.84919,iloilo,help,Medical Response
also samar theyre also experiencing southern leyte experienced odetteph months ago agatonph pray eastern visayas kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte samar,gamot,Medical Response
typhoon agatonph currently affecting abuyog baybay amp parts leyte nonstop caused flashflood area flood level still rising amp worse part theyre currently experiencing brownout many yet rescued leyteneedshelp kailangan po namin sa ngayon ang gamot mga damit pagkain,125.149437/10.62223,abuyog leyte,help,Medical Response
please help pray leyte agatonph leyteneedshelp kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,help,Medical Response
lot photos videos facebook please share search baybay city abuyog leyte mahaplag leyte tacloban city neighboring cities municipalities leyte please help us spread news agatonph leyteneedshelp kailangan po namin sa ngayon ang gamot mga damit pagkain,125.149437/10.62223,abuyog leyte,help,Medical Response
tropical cyclone bulletin 17 tropical storm agatonph issued 500 11 april 2022 tropical storm agaton continues move slowly san pablo bay source dostpagasa laginghandaph kailangan po namin sa ngayon ang gamot mga damit pagkain,121.2938/14.19707,bay ,gamot,Medical Response
tropical cyclone bulletin 17 tropical storm agatonph issued 500 11 april 2022 tropical storm agaton continues move slowly san pablo bay source dostpagasa laginghandaph kailangan po namin sa ngayon ang gamot mga damit pagkain,121.2938/14.19707,bay ,gamot,Medical Response
time typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,water,Food & Clothes
signal 1 agatonph 4 northeastern portion cebu including bantayan camotes island eastern portion bohol surigao del norte dinagat islands via dost_pagasa kailangan po namin sa ngayon ang gamot mga damit pagkain,123.649437/11.09056,bantayan cebu,gamot,Medical Response
signal 1 agatonph 4 southern portion masbate dimasalang palanas cataingan pio v corpuz esperanza placer cawayan rest eastern samar rest samar northern samar rest leyte southern leyte via dost_pagasa kailangan po namin sa ngayon ang gamot mga damit pagkain,123.900108/12.19128,dimasalang masbate,gamot,Medical Response
leyteneedshelp agatonph already 503 since woke cant sleep want help people abuyog baybay leyte,125.149437/10.62223,abuyog leyte,help,Medical Response
typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,water,Food & Clothes
typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,water,Food & Clothes
nonstop rains brought agatonph caused flashfloods abuyog leyte rain still ongoing amp flood level rising many people badly need rescue bc trapped houses blackout makes situation much worse abuyogneedshelp leyteneedshelp kailangan po namin sa ngayon ang gamot mga damit pagkain,125.149437/10.62223,abuyog leyte,help,Medical Response
urgent agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels lenirobredo leyteneedshelp abuyogneedshelp baybayneedshelp kailangan po namin sa ngayon ang gamot mga damit pagkain,125.149437/10.62223,abuyog ,help,Medical Response
agatonph currently causing severe flooding throughout eastern visayas many barangays around abuyog baybay nearby towns need rescue please boost reach right channels leyteneedshelp please spread kailangan po namin sa ngayon ang gamot mga damit pagkain,125.149437/10.62223,abuyog ,help,Medical Response
anybody knows existing gsheet details rescue status need rescuing please let know forwarding details abuyog agencies pero mas efficient may system para less duplication ng messages lt agatonph leyteneedshelp kailangan po namin sa ngayon ang gamot mga damit pagkain,125.149437/10.62223,abuyog ,help,Medical Response
hilongos needs help yung salog bridge nagrip na daw according source please please safe grandparents relatives hilongosneedshelp leyteneedshelp agatonph kailangan po namin sa ngayon ang gamot mga damit pagkain,124.894531/10.35489,hilongos ,help,Medical Response
agatonph abuyogneedshelp leyteneedshelp emergency hotline numbers abuyog might need kailangan po namin sa ngayon ang gamot mga damit pagkain,125.149437/10.62223,abuyog ,help,Medical Response
im sa cebu cant barely sleep knowing leyte needs help even tho affected din dito grabe pa pala sa province leyteneedshelp agatonph kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte cebu,help,Medical Response
traumatizing seeing videos houses flashing floods neighbors seeking rescuers leyteanons asking help black part leyte beloved hometown agatonph leyteneedshelp bagyongagaton kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,help,Medical Response
